economy,time,SP.URB.TOTL.IN.ZS
SUR,YR2015,66.056
SUR,YR2016,66.04
SUR,YR2017,66.041
SUR,YR2018,66.06
SUR,YR2019,66.095
SVK,YR2006,55.412
SVK,YR2007,55.261
SVK,YR2008,55.111
SVK,YR2009,54.96
SVK,YR2010,54.685
SVK,YR2011,54.42
SVK,YR2012,54.28
SVK,YR2013,54.14
SVK,YR2014,54.0
SVK,YR2015,53.889
SVK,YR2016,53.806
SVK,YR2017,53.751
SVK,YR2018,53.726
SVK,YR2019,53.729
SVN,YR2006,51.758
SVN,YR2007,51.983
SVN,YR2008,52.209
SVN,YR2009,52.433
SVN,YR2010,52.658
SVN,YR2011,52.883
SVN,YR2012,53.108
SVN,YR2013,53.332
SVN,YR2014,53.557
SVN,YR2015,53.781
SVN,YR2016,54.02
SVN,YR2017,54.273
SVN,YR2018,54.541
SVN,YR2019,54.822
SWE,YR2006,84.43
SWE,YR2007,84.588
SWE,YR2008,84.746
SWE,YR2009,84.902
SWE,YR2010,85.056
SWE,YR2011,85.297
SWE,YR2012,85.62
SWE,YR2013,85.936
SWE,YR2014,86.247
SWE,YR2015,86.553
SWE,YR2016,86.852
SWE,YR2017,87.146
SWE,YR2018,87.431
SWE,YR2019,87.708
SWZ,YR2006,21.91
SWZ,YR2007,21.829
SWZ,YR2008,22.045
SWZ,YR2009,22.262
SWZ,YR2010,22.48
SWZ,YR2011,22.7
SWZ,YR2012,22.849
SWZ,YR2013,22.999
SWZ,YR2014,23.149
SWZ,YR2015,23.3
SWZ,YR2016,23.459
SWZ,YR2017,23.625
SWZ,YR2018,23.799
SWZ,YR2019,23.981
SXM,YR2006,100.0
SXM,YR2007,100.0
SXM,YR2008,100.0
SXM,YR2009,100.0
SXM,YR2010,100.0
SXM,YR2011,100.0
SXM,YR2012,100.0
SXM,YR2013,100.0
SXM,YR2014,100.0
SXM,YR2015,100.0
SXM,YR2016,100.0
SXM,YR2017,100.0
SXM,YR2018,100.0
SXM,YR2019,100.0
SYC,YR2006,51.969
SYC,YR2007,52.285
SYC,YR2008,52.619
SYC,YR2009,52.969
SYC,YR2010,53.336
SYC,YR2011,53.72
SYC,YR2012,54.12
SYC,YR2013,54.537
SYC,YR2014,54.969
SYC,YR2015,55.4
SYC,YR2016,55.831
SYC,YR2017,56.261
SYC,YR2018,56.691
SYC,YR2019,57.119
SYR,YR2006,54.146
SYR,YR2007,54.511
SYR,YR2008,54.875
SYR,YR2009,55.237
SYR,YR2010,55.6
SYR,YR2011,54.58
SYR,YR2012,53.555
SYR,YR2013,52.529
SYR,YR2014,51.5
SYR,YR2015,52.168
SYR,YR2016,52.835
SYR,YR2017,53.5
SYR,YR2018,54.162
SYR,YR2019,54.821
TCA,YR2006,88.281
TCA,YR2007,88.797
TCA,YR2008,89.294
TCA,YR2009,89.77
TCA,YR2010,90.228
TCA,YR2011,90.668
TCA,YR2012,91.09
TCA,YR2013,91.483
TCA,YR2014,91.851
TCA,YR2015,92.195
TCA,YR2016,92.517
TCA,YR2017,92.817
TCA,YR2018,93.098
TCA,YR2019,93.36
TCD,YR2006,21.834
TCD,YR2007,21.868
TCD,YR2008,21.901
TCD,YR2009,21.934
TCD,YR2010,21.985
TCD,YR2011,22.054
TCD,YR2012,22.142
TCD,YR2013,22.248
TCD,YR2014,22.372
TCD,YR2015,22.515
TCD,YR2016,22.677
TCD,YR2017,22.858
TCD,YR2018,23.059
TCD,YR2019,23.279
TEA,YR2006,43.0123774427184
TEA,YR2007,44.1244701639907
TEA,YR2008,45.2416611488592
TEA,YR2009,46.3579837251563
TEA,YR2010,47.4740167169359
TEA,YR2011,48.5252398571535
TEA,YR2012,49.5510440101531
TEA,YR2013,50.5706288498647
TEA,YR2014,51.5873523494421
TEA,YR2015,52.5986087631039
TEA,YR2016,53.6047753499402
TEA,YR2017,54.6023491585148
TEA,YR2018,55.5748529270474
TEA,YR2019,56.5192103941673
TEC,YR2006,64.4653243777208
TEC,YR2007,64.6419479749589
TEC,YR2008,64.8179312026968
TEC,YR2009,64.9899502994318
TEC,YR2010,65.1499293567027
TEC,YR2011,65.2922926411523
TEC,YR2012,65.4262679000118
TEC,YR2013,65.5622347879521
TEC,YR2014,65.7044263286559
TEC,YR2015,65.8537910597138
TEC,YR2016,66.0091656048745
TEC,YR2017,66.16746407157
TEC,YR2018,66.3268266292051
TEC,YR2019,66.4924325045159
TGO,YR2006,35.649
TGO,YR2007,36.116
TGO,YR2008,36.587
TGO,YR2009,37.058
TGO,YR2010,37.533
TGO,YR2011,38.032
TGO,YR2012,38.546
TGO,YR2013,39.061
TGO,YR2014,39.579
TGO,YR2015,40.1
TGO,YR2016,40.628
TGO,YR2017,41.162
TGO,YR2018,41.702
TGO,YR2019,42.248
THA,YR2006,38.673
THA,YR2007,39.95
THA,YR2008,41.242
THA,YR2009,42.543
THA,YR2010,43.856
THA,YR2011,44.698
THA,YR2012,45.445
THA,YR2013,46.193
THA,YR2014,46.943
THA,YR2015,47.694
THA,YR2016,48.448
THA,YR2017,49.2
THA,YR2018,49.949
THA,YR2019,50.692
TJK,YR2006,26.512
TJK,YR2007,26.514
TJK,YR2008,26.516
TJK,YR2009,26.518
TJK,YR2010,26.52
TJK,YR2011,26.521
TJK,YR2012,26.545
TJK,YR2013,26.589
TJK,YR2014,26.655
TJK,YR2015,26.742
TJK,YR2016,26.851
TJK,YR2017,26.982
TJK,YR2018,27.134
TJK,YR2019,27.309
TKM,YR2006,47.308
TKM,YR2007,47.581
TKM,YR2008,47.868
TKM,YR2009,48.172
TKM,YR2010,48.491
TKM,YR2011,48.825
TKM,YR2012,49.175
TKM,YR2013,49.541
TKM,YR2014,49.921
TKM,YR2015,50.317
TKM,YR2016,50.728
TKM,YR2017,51.153
TKM,YR2018,51.593
TKM,YR2019,52.048
TLA,YR2006,77.347696406268
TLA,YR2007,77.6532541828774
TLA,YR2008,77.9520278187275
TLA,YR2009,78.2431803534542
TLA,YR2010,78.5266423170132
TLA,YR2011,78.8145634139249
TLA,YR2012,79.0936341754314
TLA,YR2013,79.3673019591685
TLA,YR2014,79.6387285794408
TLA,YR2015,79.9070644960537
TLA,YR2016,80.1703326069993
TLA,YR2017,80.4261912598534
TLA,YR2018,80.6698839141412
TLA,YR2019,80.9123307981194
TLS,YR2006,26.374
TLS,YR2007,26.709
TLS,YR2008,27.048
TLS,YR2009,27.389
TLS,YR2010,27.732
TLS,YR2011,28.079
TLS,YR2012,28.428
TLS,YR2013,28.779
TLS,YR2014,29.133
TLS,YR2015,29.49
TLS,YR2016,29.85
TLS,YR2017,30.212
TLS,YR2018,30.578
TLS,YR2019,30.947
TMN,YR2006,57.2811708615976
TMN,YR2007,57.6155757403938
TMN,YR2008,57.9482357169795
TMN,YR2009,58.2940257442493
TMN,YR2010,58.6333102518226
TMN,YR2011,58.8529165849126
TMN,YR2012,59.0720773975511
TMN,YR2013,59.395867001728
TMN,YR2014,59.7770992837043
TMN,YR2015,60.185203004001
TMN,YR2016,60.5168085004142
TMN,YR2017,60.8202870729607
TMN,YR2018,61.1219459050215
TMN,YR2019,61.4174454026043
TON,YR2006,23.184
TON,YR2007,23.227
TON,YR2008,23.281
TON,YR2009,23.335
TON,YR2010,23.389
TON,YR2011,23.443
TON,YR2012,23.435
TON,YR2013,23.382
TON,YR2014,23.328
TON,YR2015,23.275
TON,YR2016,23.222
TON,YR2017,23.169
TON,YR2018,23.131
TON,YR2019,23.107
TSA,YR2006,29.4185674275588
TSA,YR2007,29.7746483575016
TSA,YR2008,30.1339761096236
TSA,YR2009,30.4931685689319
TSA,YR2010,30.8553927006463
TSA,YR2011,31.219043068445
TSA,YR2012,31.5905459251381
TSA,YR2013,31.9702760456188
TSA,YR2014,32.3585341373298
TSA,YR2015,32.7558060065456
TSA,YR2016,33.1623406354833
TSA,YR2017,33.5786134423552
TSA,YR2018,34.0058991979748
TSA,YR2019,34.4446340578761
TSS,YR2006,34.0731599930885
TSS,YR2007,34.4886062372549
TSS,YR2008,34.9917097740509
TSS,YR2009,35.4996286138736
TSS,YR2010,36.015180198568
TSS,YR2011,36.53701418725
TSS,YR2012,37.0485316902706
TSS,YR2013,37.5618732342058
TSS,YR2014,38.0890675873544
TSS,YR2015,38.6313191921447
TSS,YR2016,39.1609037645277
TSS,YR2017,39.6871965003954
TSS,YR2018,40.2245453263424
TSS,YR2019,40.7592828637136
TTO,YR2006,54.779
TTO,YR2007,54.59
TTO,YR2008,54.402
TTO,YR2009,54.213
TTO,YR2010,54.025
TTO,YR2011,53.836
TTO,YR2012,53.671
TTO,YR2013,53.53
TTO,YR2014,53.413
TTO,YR2015,53.319
TTO,YR2016,53.25
TTO,YR2017,53.205
TTO,YR2018,53.184
TTO,YR2019,53.187
TUN,YR2006,65.524
TUN,YR2007,65.809
TUN,YR2008,66.093
TUN,YR2009,66.376
TUN,YR2010,66.657
TUN,YR2011,66.938
TUN,YR2012,67.218
TUN,YR2013,67.495
TUN,YR2014,67.772
TUN,YR2015,68.056
TUN,YR2016,68.346
TUN,YR2017,68.642
TUN,YR2018,68.945
TUN,YR2019,69.254
TUR,YR2006,68.45
TUR,YR2007,69.053
TUR,YR2008,69.651
TUR,YR2009,70.241
TUR,YR2010,70.825
TUR,YR2011,71.402
TUR,YR2012,71.974
TUR,YR2013,72.531
TUR,YR2014,73.077
TUR,YR2015,73.611
TUR,YR2016,74.134
TUR,YR2017,74.644
TUR,YR2018,75.143
TUR,YR2019,75.63
TUV,YR2006,50.721
TUV,YR2007,51.743
TUV,YR2008,52.765
TUV,YR2009,53.782
TUV,YR2010,54.796
TUV,YR2011,55.807
TUV,YR2012,56.815
TUV,YR2013,57.814
TUV,YR2014,58.786
TUV,YR2015,59.73
TUV,YR2016,60.645
TUV,YR2017,61.53
TUV,YR2018,62.387
TUV,YR2019,63.215
TZA,YR2006,25.478
TZA,YR2007,26.121
TZA,YR2008,26.776
TZA,YR2009,27.439
TZA,YR2010,28.114
TZA,YR2011,28.798
TZA,YR2012,29.493
TZA,YR2013,30.196
TZA,YR2014,30.904
TZA,YR2015,31.617
TZA,YR2016,32.333
TZA,YR2017,33.053
TZA,YR2018,33.776
TZA,YR2019,34.5
UGA,YR2006,17.425
UGA,YR2007,17.899
UGA,YR2008,18.384
UGA,YR2009,18.878
UGA,YR2010,19.383
UGA,YR2011,19.898
UGA,YR2012,20.424
UGA,YR2013,20.958
UGA,YR2014,21.504
UGA,YR2015,22.06
UGA,YR2016,22.624
UGA,YR2017,23.196
UGA,YR2018,23.774
UGA,YR2019,24.361
UKR,YR2006,67.969
UKR,YR2007,68.147
UKR,YR2008,68.325
UKR,YR2009,68.502
UKR,YR2010,68.596
UKR,YR2011,68.689
UKR,YR2012,68.782
UKR,YR2013,68.875
UKR,YR2014,68.968
UKR,YR2015,69.061
UKR,YR2016,69.154
UKR,YR2017,69.246
UKR,YR2018,69.352
UKR,YR2019,69.473
UMC,YR2006,54.3214044642356
UMC,YR2007,55.257988276232
UMC,YR2008,56.2019843134744
UMC,YR2009,57.1463224485585
UMC,YR2010,58.0873967333138
UMC,YR2011,58.9710402398319
UMC,YR2012,59.8290224152333
UMC,YR2013,60.6850167163447
UMC,YR2014,61.5393233781615
UMC,YR2015,62.3897834879493
UMC,YR2016,63.2346081906989
UMC,YR2017,64.0692135310148
UMC,YR2018,64.8894852967897
UMC,YR2019,65.6907996185099
URY,YR2006,93.553
URY,YR2007,93.779
URY,YR2008,93.998
URY,YR2009,94.209
URY,YR2010,94.414
URY,YR2011,94.612
URY,YR2012,94.739
URY,YR2013,94.843
URY,YR2014,94.945
URY,YR2015,95.045
URY,YR2016,95.144
URY,YR2017,95.24
URY,YR2018,95.334
URY,YR2019,95.426
USA,YR2006,80.099
USA,YR2007,80.269
USA,YR2008,80.438
USA,YR2009,80.606
USA,YR2010,80.772
USA,YR2011,80.944
USA,YR2012,81.119
USA,YR2013,81.299
USA,YR2014,81.483
USA,YR2015,81.671
USA,YR2016,81.862
USA,YR2017,82.058
USA,YR2018,82.256
USA,YR2019,82.459
UZB,YR2006,49.021
UZB,YR2007,49.505
UZB,YR2008,49.989
UZB,YR2009,50.472
UZB,YR2010,50.956
UZB,YR2011,51.15
UZB,YR2012,51.05
UZB,YR2013,50.95
UZB,YR2014,50.85
UZB,YR2015,50.75
UZB,YR2016,50.65
UZB,YR2017,50.55
UZB,YR2018,50.478
UZB,YR2019,50.433
VCT,YR2006,47.412
VCT,YR2007,47.794
VCT,YR2008,48.18
VCT,YR2009,48.569
VCT,YR2010,48.961
VCT,YR2011,49.356
VCT,YR2012,49.754
VCT,YR2013,50.154
VCT,YR2014,50.558
VCT,YR2015,50.964
VCT,YR2016,51.373
VCT,YR2017,51.784
VCT,YR2018,52.198
VCT,YR2019,52.614
VEN,YR2006,87.98
VEN,YR2007,88.006
VEN,YR2008,88.031
VEN,YR2009,88.057
VEN,YR2010,88.083
VEN,YR2011,88.108
VEN,YR2012,88.123
VEN,YR2013,88.133
VEN,YR2014,88.144
VEN,YR2015,88.154
VEN,YR2016,88.165
VEN,YR2017,88.183
VEN,YR2018,88.208
VEN,YR2019,88.24
VGB,YR2006,43.517
VGB,YR2007,43.831
VGB,YR2008,44.152
VGB,YR2009,44.479
VGB,YR2010,44.814
VGB,YR2011,45.154
VGB,YR2012,45.502
VGB,YR2013,45.856
VGB,YR2014,46.216
VGB,YR2015,46.583
VGB,YR2016,46.957
VGB,YR2017,47.337
VGB,YR2018,47.723
VGB,YR2019,48.116
VIR,YR2006,93.861
VIR,YR2007,94.053
VIR,YR2008,94.239
VIR,YR2009,94.419
VIR,YR2010,94.594
VIR,YR2011,94.761
VIR,YR2012,94.919
VIR,YR2013,95.07
VIR,YR2014,95.213
VIR,YR2015,95.35
VIR,YR2016,95.48
VIR,YR2017,95.603
VIR,YR2018,95.721
VIR,YR2019,95.832
VNM,YR2006,27.888
VNM,YR2007,28.504
VNM,YR2008,29.128
VNM,YR2009,29.762
VNM,YR2010,30.417
VNM,YR2011,31.08
VNM,YR2012,31.752
VNM,YR2013,32.429
VNM,YR2014,33.115
VNM,YR2015,33.809
VNM,YR2016,34.51
VNM,YR2017,35.213
VNM,YR2018,35.919
VNM,YR2019,36.628
VUT,YR2006,23.392
VUT,YR2007,23.687
VUT,YR2008,23.985
VUT,YR2009,24.286
VUT,YR2010,24.462
VUT,YR2011,24.561
VUT,YR2012,24.661
VUT,YR2013,24.761
VUT,YR2014,24.861
VUT,YR2015,24.961
VUT,YR2016,25.062
VUT,YR2017,25.163
VUT,YR2018,25.274
VUT,YR2019,25.394
WLD,YR2006,49.5883148359033
WLD,YR2007,50.0827721864937
WLD,YR2008,50.589153535142
WLD,YR2009,51.0875273351986
WLD,YR2010,51.5764406919697
WLD,YR2011,52.0215879397925
WLD,YR2012,52.4611192354697
WLD,YR2013,52.9092563021909
WLD,YR2014,53.3659964306382
WLD,YR2015,53.8296226134282
WLD,YR2016,54.2889019170733
WLD,YR2017,54.7414750596534
WLD,YR2018,55.1889034811033
WLD,YR2019,55.6302631347883
WSM,YR2006,20.981
WSM,YR2007,20.75
WSM,YR2008,20.524
WSM,YR2009,20.3
WSM,YR2010,20.078
WSM,YR2011,19.857
WSM,YR2012,19.624
WSM,YR2013,19.385
WSM,YR2014,19.149
WSM,YR2015,18.914
WSM,YR2016,18.681
WSM,YR2017,18.452
WSM,YR2018,18.243
WSM,YR2019,18.056
YEM,YR2006,29.49
YEM,YR2007,30.051
YEM,YR2008,30.619
YEM,YR2009,31.194
YEM,YR2010,31.776
YEM,YR2011,32.364
YEM,YR2012,32.958
YEM,YR2013,33.559
YEM,YR2014,34.165
YEM,YR2015,34.777
YEM,YR2016,35.394
YEM,YR2017,36.016
YEM,YR2018,36.642
YEM,YR2019,37.273
ZAF,YR2006,60.077
ZAF,YR2007,60.616
ZAF,YR2008,61.154
ZAF,YR2009,61.687
ZAF,YR2010,62.218
ZAF,YR2011,62.746
ZAF,YR2012,63.272
ZAF,YR2013,63.793
ZAF,YR2014,64.312
ZAF,YR2015,64.828
ZAF,YR2016,65.341
ZAF,YR2017,65.85
ZAF,YR2018,66.355
ZAF,YR2019,66.856
ZMB,YR2006,37.395
ZMB,YR2007,37.881
ZMB,YR2008,38.371
ZMB,YR2009,38.861
ZMB,YR2010,39.355
ZMB,YR2011,39.851
ZMB,YR2012,40.354
ZMB,YR2013,40.865
ZMB,YR2014,41.382
ZMB,YR2015,41.907
ZMB,YR2016,42.438
ZMB,YR2017,42.976
ZMB,YR2018,43.521
ZMB,YR2019,44.072
ZWE,YR2006,33.926
ZWE,YR2007,33.743
ZWE,YR2008,33.56
ZWE,YR2009,33.378
ZWE,YR2010,33.196
ZWE,YR2011,33.015
ZWE,YR2012,32.834
ZWE,YR2013,32.654
ZWE,YR2014,32.504
ZWE,YR2015,32.385
ZWE,YR2016,32.296
ZWE,YR2017,32.237
ZWE,YR2018,32.209
ZWE,YR2019,32.21
